id,refseq,gene,chrom,start,end
K14261,K14261,K14261,,,
K12974,K12974,K12974,,,
K13069,K13069,K13069,,,
K04754,K04754,K04754,,,
K06076,K06076,K06076,,,
K00632,K00632,K00632,,,
K01782,K01782,K01782,,,
K08296,K08296,K08296,,,
K07320,K07320,K07320,,,
K01736,K01736,K01736,,,
K07261,K07261,K07261,,,
K07090,K07090,K07090,,,
K09906,K09906,K09906,,,
K15461,K15461,K15461,,,
K00647,K00647,K00647,,,
K03473,K03473,K03473,,,
K06173,K06173,K06173,,,
K03975,K03975,K03975,,,
K01963,K01963,K01963,,,
K11754,K11754,K11754,,,
K03749,K03749,K03749,,,
K03558,K03558,K03558,,,
K00764,K00764,K00764,,,
K03186,K03186,K03186,,,
K10013,K10013,K10013,,,
K10014,K10014,K10014,,,
K10016,K10016,K10016,,,
K10015,K10015,K10015,,,
K10017,K10017,K10017,,,
K07071,K07071,K07071,,,
K07589,K07589,K07589,,,
K11209,K11209,K11209,,,
K07095,K07095,K07095,,,
K02821,K02821,K02821,,,
K02822,K02822,K02822,,,
K03475,K03475,K03475,,,
K00615,K00615,K00615,,,
K00615,K00615,K00615,,,
K13788,K13788,K13788,,,
K00925,K00925,K00925,,,
K09899,K09899,K09899,,,
K09161,K09161,K09161,,,
K19270,K19270,K19270,,,
K08722,K08722,K08722,,,
K14260,K14260,K14260,,,
K00330,K00330,K00330,,,
K00331,K00331,K00331,,,
K13378,K13378,K13378,,,
K00334,K00334,K00334,,,
K00335,K00335,K00335,,,
K00336,K00336,K00336,,,
K00337,K00337,K00337,,,
K00338,K00338,K00338,,,
K00339,K00339,K00339,,,
K00340,K00340,K00340,,,
K00341,K00341,K00341,,,
K00342,K00342,K00342,,,
K00343,K00343,K00343,,,
K03415,K03415,K03415,,,
K00784,K00784,K00784,,,
K02348,K02348,K02348,,,
K05594,K05594,K05594,,,
K02552,K02552,K02552,,,
K02551,K02551,K02551,,,
K08680,K08680,K08680,,,
K01661,K01661,K01661,,,
K02549,K02549,K02549,,,
K01911,K01911,K01911,,,
K07793,K07793,K07793,,,
K07794,K07794,K07794,,,
K07795,K07795,K07795,,,
K07774,K07774,K07774,,,
K07649,K07649,K07649,,,
K00113,K00113,K00113,,,
K00112,K00112,K00112,,,
K00111,K00111,K00111,,,
K02445,K02445,K02445,,,
K01126,K01126,K01126,,,
K11107,K11107,K11107,,,
K00526,K00526,K00526,,,
K00525,K00525,K00525,,,
K00568,K00568,K00568,,,
K02469,K02469,K02469,,,
K07677,K07677,K07677,,,
K07687,K07687,K07687,,,
K07676,K07676,K07676,,,
K07480,K07480,K07480,,,
K09475,K09475,K09475,,,
K03734,K03734,K03734,,,
K10778,K10778,K10778,,,
K03919,K03919,K03919,,,
K06159,K06159,K06159,,,
K06213,K06213,K06213,,,
K03321,K03321,K03321,,,
K00116,K00116,K00116,,,
K08276,K08276,K08276,,,
K07014,K07014,K07014,,,
K09904,K09904,K09904,,,
K06899,K06899,K06899,,,
K02897,K02897,K02897,,,
K17677,K17677,K17677,,,
K06183,K06183,K06183,,,
K07552,K07552,K07552,,,
K13896,K13896,K13896,,,
K13895,K13895,K13895,,,
K13894,K13894,K13894,,,
K13893,K13893,K13893,,,
K13694,K13694,K13694,,,
K01686,K01686,K01686,,,
K02356,K02356,K02356,,,
K06940,K06940,K06940,,,
K03291,K03291,K03291,,,
K00882,K00882,K00882,,,
K02769,K02769,K02769,,,
K02770,K02770,K02770,,,
K01151,K01151,K01151,,,
K11733,K11733,K11733,,,
K16089,K16089,K16089,,,
K01070,K01070,K01070,,,
K01495,K01495,K01495,,,
K07148,K07148,K07148,,,
K02529,K02529,K02529,,,
K10540,K10540,K10540,,,
K10542,K10542,K10542,,,
K10541,K10541,K10541,,,
K03748,K03748,K03748,,,
K01489,K01489,K01489,,,
K06518,K06518,K06518,,,
K05541,K05541,K05541,,,
K07262,K07262,K07262,,,
K03823,K03823,K03823,,,
K03777,K03777,K03777,,,
K05349,K05349,K05349,,,
K05845,K05845,K05845,,,
K05846,K05846,K05846,,,
K05847,K05847,K05847,,,
K05846,K05846,K05846,,,
K02478,K02478,K02478,,,
K02477,K02477,K02477,,,
K01874,K01874,K01874,,,
K03593,K03593,K03593,,,
K01991,K01991,K01991,,,
K01104,K01104,K01104,,,
K16692,K16692,K16692,,,
K13745,K13745,K13745,,,
K00836,K00836,K00836,,,
K00878,K00878,K00878,,,
K00941,K00941,K00941,,,
K11645,K11645,K11645,,,
K00039,K00039,K00039,,,
K03435,K03435,K03435,,,
K00007,K00007,K00007,,,
K00854,K00854,K00854,,,
K19270,K19270,K19270,,,
K02035,K02035,K02035,,,
K02033,K02033,K02033,,,
K02034,K02034,K02034,,,
K02031,K02031,K02031,,,
K02032,K02032,K02032,,,
K06903,K06903,K06903,,,
K06907,K06907,K06907,,,
K06908,K06908,K06908,,,
K06906,K06906,K06906,,,
K06905,K06905,K06905,,,
K08303,K08303,K08303,,,
K07664,K07664,K07664,,,
K07642,K07642,K07642,,,
K18326,K18326,K18326,,,
K07789,K07789,K07789,,,
K07788,K07788,K07788,,,
K07799,K07799,K07799,,,
K04046,K04046,K04046,,,
K01247,K01247,K01247,,,
K00876,K00876,K00876,,,
K01494,K01494,K01494,,,
K07289,K07289,K07289,,,
K01991,K01991,K01991,,,
K01104,K01104,K01104,,,
K16692,K16692,K16692,,,
K03819,K03819,K03819,,,
K13684,K13684,K13684,,,
K13620,K13620,K13620,,,
K13683,K13683,K13683,,,
K03818,K03818,K03818,,,
K01711,K01711,K01711,,,
K02377,K02377,K02377,,,
K03207,K03207,K03207,,,
K03208,K03208,K03208,,,
K00971,K00971,K00971,,,
K01840,K01840,K01840,,,
K03606,K03606,K03606,,,
K16695,K16695,K16695,,,
K16710,K16710,K16710,,,
K16703,K16703,K16703,,,
K16711,K16711,K16711,,,
K00963,K00963,K00963,,,
K00033,K00033,K00033,,,
K01710,K01710,K01710,,,
K00973,K00973,K00973,,,
K00012,K00012,K00012,,,
K08679,K08679,K08679,,,
K05789,K05789,K05789,,,
K11755,K11755,K11755,,,
K02500,K02500,K02500,,,
K01814,K01814,K01814,,,
K02501,K02501,K02501,,,
K01089,K01089,K01089,,,
K00817,K00817,K00817,,,
K00013,K00013,K00013,,,
K00765,K00765,K00765,,,
K01141,K01141,K01141,,,
K07258,K07258,K07258,,,
K07470,K07470,K07470,,,
K09802,K09802,K09802,,,
K01241,K01241,K01241,,,
K08172,K08172,K08172,,,
K12973,K12973,K12973,,,
K16291,K16291,K16291,,,
K19338,K19338,K19338,,,
K13635,K13635,K13635,,,
K05517,K05517,K05517,,,
K01081,K01081,K01081,,,
K01081,K01081,K01081,,,
K17733,K17733,K17733,,,
K02014,K02014,K02014,,,
K03897,K03897,K03897,,,
K03895,K03895,K03895,,,
K03896,K03896,K03896,,,
K03894,K03894,K03894,,,
K09933,K09933,K09933,,,
K02020,K02020,K02020,,,
K03288,K03288,K03288,,,
K01676,K01676,K01676,,,
K11106,K11106,K11106,,,
K00244,K00244,K00244,,,
K03734,K03734,K03734,,,
K07703,K07703,K07703,,,
K07701,K07701,K07701,,,
K07106,K07106,K07106,,,
K06950,K06950,K06950,,,
K00558,K00558,K00558,,,
K07458,K07458,K07458,,,
K09781,K09781,K09781,,,
K07026,K07026,K07026,,,
K07781,K07781,K07781,,,
K02421,K02421,K02421,,,
K02420,K02420,K02420,,,
K02419,K02419,K02419,,,
K02418,K02418,K02418,,,
K02417,K02417,K02417,,,
K02416,K02416,K02416,,,
K02415,K02415,K02415,,,
K02414,K02414,K02414,,,
K02413,K02413,K02413,,,
K02412,K02412,K02412,,,
K02411,K02411,K02411,,,
K02410,K02410,K02410,,,
K02409,K02409,K02409,,,
K02408,K02408,K02408,,,
K01176,K01176,K01176,,,
K02423,K02423,K02423,,,
K02422,K02422,K02422,,,
K02407,K02407,K02407,,,
K02406,K02406,K02406,,,
K07497,K07497,K07497,,,
K07483,K07483,K07483,,,
K02405,K02405,K02405,,,
K02425,K02425,K02425,,,
K02424,K02424,K02424,,,
K05396,K05396,K05396,,,
K10009,K10009,K10009,,,
K10010,K10010,K10010,,,
K07782,K07782,K07782,,,
K07689,K07689,K07689,,,
K03703,K03703,K03703,,,
K00995,K00995,K00995,,,
K10762,K10762,K10762,,,
K00558,K00558,K00558,,,
K03791,K03791,K03791,,,
K06907,K06907,K06907,,,
K06908,K06908,K06908,,,
K06906,K06906,K06906,,,
K06905,K06905,K06905,,,
K06903,K06903,K06903,,,
K06926,K06926,K06926,,,
K03566,K03566,K03566,,,
K01996,K01996,K01996,,,
K01995,K01995,K01995,,,
K01998,K01998,K01998,,,
K01997,K01997,K01997,,,
K01999,K01999,K01999,,,
K07039,K07039,K07039,,,
K03834,K03834,K03834,,,
K02217,K02217,K02217,,,
K07792,K07792,K07792,,,
K10537,K10537,K10537,,,
K10539,K10539,K10539,,,
K10538,K10538,K10538,,,
K01087,K01087,K01087,,,
K00697,K00697,K00697,,,
K14064,K14064,K14064,,,
K02403,K02403,K02403,,,
K02402,K02402,K02402,,,
K02556,K02556,K02556,,,
K02557,K02557,K02557,,,
K03407,K03407,K03407,,,
K03408,K03408,K03408,,,
K07346,K07346,K07346,,,
K07347,K07347,K07347,,,
K05877,K05877,K05877,,,
K00575,K00575,K00575,,,
K03412,K03412,K03412,,,
K03413,K03413,K03413,,,
K03414,K03414,K03414,,,
K02401,K02401,K02401,,,
K02400,K02400,K02400,,,
K03516,K03516,K03516,,,
K16210,K16210,K16210,,,
K15532,K15532,K15532,,,
K01887,K01887,K01887,,,
K09907,K09907,K09907,,,
K06201,K06201,K06201,,,
K15257,K15257,K15257,,,
K15256,K15256,K15256,,,
K07136,K07136,K07136,,,
K01876,K01876,K01876,,,
K08310,K08310,K08310,,,
K01159,K01159,K01159,,,
K03550,K03550,K03550,,,
K03551,K03551,K03551,,,
K09816,K09816,K09816,,,
K09817,K09817,K09817,,,
K09815,K09815,K09815,,,
K19304,K19304,K19304,,,
K02560,K02560,K02560,,,
K00873,K00873,K00873,,,
K19337,K19337,K19337,,,
K00036,K00036,K00036,,,
K01690,K01690,K01690,,,
K01625,K01625,K01625,,,
K08289,K08289,K08289,,,
K01354,K01354,K01354,,,
K10857,K10857,K10857,,,
K02345,K02345,K02345,,,
K07156,K07156,K07156,,,
K07245,K07245,K07245,,,
K09824,K09824,K09824,,,
K07313,K07313,K07313,,,
K11392,K11392,K11392,,,
K03808,K03808,K03808,,,
K07170,K07170,K07170,,,
K03607,K03607,K03607,,,
K03797,K03797,K03797,,,
K03799,K03799,K03799,,,
K08169,K08169,K08169,,,
K19333,K19333,K19333,,,
K03704,K03704,K03704,,,
K03587,K03587,K03587,,,
K00563,K00563,K00563,,,
K02796,K02796,K02796,,,
K02795,K02795,K02795,,,
K02793,K02793,K02793,,,
K02794,K02794,K02794,,,
K01752,K01752,K01752,,,
K01665,K01665,K01665,,,
K09917,K09917,K09917,,,
K03722,K03722,K03722,,,
K14742,K14742,K14742,,,
K07285,K07285,K07285,,,
K01897,K01897,K01897,,,
K03684,K03684,K03684,,,
K03608,K03608,K03608,,,
K03609,K03609,K03609,,,
K03610,K03610,K03610,,,
K09902,K09902,K09902,,,
K09160,K09160,K09160,,,
K03611,K03611,K03611,,,
K03314,K03314,K03314,,,
K03603,K03603,K03603,,,
K00285,K00285,K00285,,,
K01775,K01775,K01775,,,
K11105,K11105,K11105,,,
K01297,K01297,K01297,,,
K08308,K08308,K08308,,,
K02014,K02014,K02014,,,
K01194,K01194,K01194,,,
K00134,K00134,K00134,,,
K11906,K11906,K11906,,,
K11893,K11893,K11893,,,
K11892,K11892,K11892,,,
K11891,K11891,K11891,,,
K11890,K11890,K11890,,,
K11902,K11902,K11902,,,
K11901,K11901,K11901,,,
K11900,K11900,K11900,,,
K11903,K11903,K11903,,,
K07169,K07169,K07169,,,
K11898,K11898,K11898,,,
K11897,K11897,K11897,,,
K11896,K11896,K11896,,,
K11895,K11895,K11895,,,
K11907,K11907,K11907,,,
K11904,K11904,K11904,,,
K06942,K06942,K06942,,,
K01056,K01056,K01056,,,
K03321,K03321,K03321,,,
K00948,K00948,K00948,,,
K00919,K00919,K00919,,,
K02494,K02494,K02494,,,
K02492,K02492,K02492,,,
K02835,K02835,K02835,,,
K02493,K02493,K02493,,,
K01627,K01627,K01627,,,
K07300,K07300,K07300,,,
K06197,K06197,K06197,,,
K07232,K07232,K07232,,,
K03406,K03406,K03406,,,
K06039,K06039,K06039,,,
K15576,K15576,K15576,,,
K15577,K15577,K15577,,,
K15578,K15578,K15578,,,
K00362,K00362,K00362,,,
K00372,K00372,K00372,,,
K07684,K07684,K07684,,,
K07673,K07673,K07673,,,
K02575,K02575,K02575,,,
K00370,K00370,K00370,,,
K00371,K00371,K00371,,,
K00373,K00373,K00373,,,
K00374,K00374,K00374,,,
K01433,K01433,K01433,,,
K09858,K09858,K09858,,,
K07001,K07001,K07001,,,
K02485,K02485,K02485,,,
K00963,K00963,K00963,,,
K03746,K03746,K03746,,,
K00857,K00857,K00857,,,
K04072,K04072,K04072,,,
K15580,K15580,K15580,,,
K15581,K15581,K15581,,,
K15582,K15582,K15582,,,
K15583,K15583,K15583,,,
K10823,K10823,K10823,,,
K10716,K10716,K10716,,,
K09901,K09901,K09901,,,
K06131,K06131,K06131,,,
K11250,K11250,K11250,,,
K09780,K09780,K09780,,,
K03832,K03832,K03832,,,
K10806,K10806,K10806,,,
K19611,K19611,K19611,,,
K06190,K06190,K06190,,,
K06940,K06940,K06940,,,
K07275,K07275,K07275,,,
K07112,K07112,K07112,,,
K01695,K01695,K01695,,,
K01696,K01696,K01696,,,
K13498,K13498,K13498,,,
K13497,K13497,K13497,,,
K01657,K01657,K01657,,,
K07053,K07053,K07053,,,
K11811,K11811,K11811,,,
K03893,K03893,K03893,,,
K00537,K00537,K00537,,,
K06178,K06178,K06178,,,
K19221,K19221,K19221,,,
K04774,K04774,K04774,,,
K03168,K03168,K03168,,,
K13634,K13634,K13634,,,
K01681,K01681,K01681,,,
K01497,K01497,K01497,,,
K01096,K01096,K01096,,,
K08992,K08992,K08992,,,
K01591,K01591,K01591,,,
K03113,K03113,K03113,,,
K04062,K04062,K04062,,,
K13816,K13816,K13816,,,
K14051,K14051,K14051,,,
K01147,K01147,K01147,,,
K00208,K00208,K00208,,,
K19230,K19230,K19230,,,
K19229,K19229,K19229,,,
K19228,K19228,K19228,,,
K19227,K19227,K19227,,,
K19226,K19226,K19226,,,
K03974,K03974,K03974,,,
K03969,K03969,K03969,,,
K03970,K03970,K03970,,,
K03973,K03973,K03973,,,
K03971,K03971,K03971,,,
K00690,K00690,K00690,,,
K02027,K02027,K02027,,,
K02025,K02025,K02025,,,
K02026,K02026,K02026,,,
K04844,K04844,K04844,,,
K01838,K01838,K01838,,,
K10112,K10112,K10112,,,
K14053,K14053,K14053,,,
K06918,K06918,K06918,,,
K08990,K08990,K08990,,,
K03721,K03721,K03721,,,
K11065,K11065,K11065,,,
K14054,K14054,K14054,,,
K15580,K15580,K15580,,,
K11901,K11901,K11901,,,
K11900,K11900,K11900,,,
K11907,K11907,K11907,,,
K11893,K11893,K11893,,,
K16074,K16074,K16074,,,
K05591,K05591,K05591,,,
K14058,K14058,K14058,,,
K14062,K14062,K14062,,,
K03737,K03737,K03737,,,
K00137,K00137,K00137,,,
K09936,K09936,K09936,,,
K03823,K03823,K03823,,,
K07119,K07119,K07119,,,
K13654,K13654,K13654,,,
K02014,K02014,K02014,,,
K11738,K11738,K11738,,,
K02030,K02030,K02030,,,
K02029,K02029,K02029,,,
K02028,K02028,K02028,,,
K02030,K02030,K02030,,,
K11208,K11208,K11208,,,
K01821,K01821,K01821,,,
K02517,K02517,K02517,,,
K02355,K02355,K02355,,,
K00675,K00675,K00675,,,
K00374,K00374,K00374,,,
K00373,K00373,K00373,,,
K00371,K00371,K00371,,,
K00370,K00370,K00370,,,
K02575,K02575,K02575,,,
K08167,K08167,K08167,,,
K07497,K07497,K07497,,,
K07497,K07497,K07497,,,
K08348,K08348,K08348,,,
K08348,K08348,K08348,,,
K08349,K08349,K08349,,,
K08350,K08350,K08350,,,
K08156,K08156,K08156,,,
K03885,K03885,K03885,,,
K13953,K13953,K13953,,,
K00027,K00027,K00027,,,
K02972,K02972,K02972,,,
K04063,K04063,K04063,,,
K02032,K02032,K02032,,,
K02031,K02031,K02031,,,
K02034,K02034,K02034,,,
K02033,K02033,K02033,,,
K02035,K02035,K02035,,,
K08641,K08641,K08641,,,
K00847,K00847,K00847,,,
K16077,K16077,K16077,,,
K02809,K02809,K02809,,,
K02810,K02810,K02810,,,
K01193,K01193,K01193,,,
K03484,K03484,K03484,,,
K03805,K03805,K03805,,,
K03182,K03182,K03182,,,
K06044,K06044,K06044,,,
K02438,K02438,K02438,,,
K08169,K08169,K08169,,,
K00598,K00598,K00598,,,
K02483,K02483,K02483,,,
K13409,K13409,K13409,,,
K13408,K13408,K13408,,,
K07497,K07497,K07497,,,
K07497,K07497,K07497,,,
K08994,K08994,K08994,,,
K00041,K00041,K00041,,,
K01425,K01425,K01425,,,
K05874,K05874,K05874,,,
K08324,K08324,K08324,,,
K08159,K08159,K08159,,,
K05595,K05595,K05595,,,
K03712,K03712,K03712,,,
K13632,K13632,K13632,,,
K13630,K13630,K13630,,,
K15268,K15268,K15268,,,
K11963,K11963,K11963,,,
K11962,K11962,K11962,,,
K11961,K11961,K11961,,,
K11960,K11960,K11960,,,
K11959,K11959,K11959,,,
K00549,K00549,K00549,,,
K13633,K13633,K13633,,,
K08303,K08303,K08303,,,
K05782,K05782,K05782,,,
K07506,K07506,K07506,,,
K12368,K12368,K12368,,,
K01258,K01258,K01258,,,
K16868,K16868,K16868,,,
K03304,K03304,K03304,,,
K03817,K03817,K03817,,,
K10013,K10013,K10013,,,
K03566,K03566,K03566,,,
K03929,K03929,K03929,,,
K05876,K05876,K05876,,,
K00121,K00121,K00121,,,
K07497,K07497,K07497,,,
K07497,K07497,K07497,,,
K12542,K12542,K12542,,,
K12541,K12541,K12541,,,
K12543,K12543,K12543,,,
K02444,K02444,K02444,,,
K12262,K12262,K12262,,,
K07248,K07248,K07248,,,
K03578,K03578,K03578,,,
K01118,K01118,K01118,,,
K06177,K06177,K06177,,,
K09912,K09912,K09912,,,
K00549,K00549,K00549,,,
K09936,K09936,K09936,,,
K09936,K09936,K09936,,,
K00574,K00574,K00574,,,
K09701,K09701,K09701,,,
K02617,K02617,K02617,,,
K02616,K02616,K02616,,,
K01912,K01912,K01912,,,
K02615,K02615,K02615,,,
K02614,K02614,K02614,,,
K00074,K00074,K00074,,,
K15866,K15866,K15866,,,
K01692,K01692,K01692,,,
K02613,K02613,K02613,,,
K02612,K02612,K02612,,,
K02611,K02611,K02611,,,
K02610,K02610,K02610,,,
K02609,K02609,K02609,,,
K02618,K02618,K02618,,,
K11903,K11903,K11903,,,
K00276,K00276,K00276,,,
K00146,K00146,K00146,,,
K14063,K14063,K14063,,,
K09978,K09978,K09978,,,
K03778,K03778,K03778,,,
K08995,K08995,K08995,,,
K00117,K00117,K00117,,,
K03837,K03837,K03837,,,
K15496,K15496,K15496,,,
K15495,K15495,K15495,,,
K16088,K16088,K16088,,,
K01284,K01284,K01284,,,
K16066,K16066,K16066,,,
K11932,K11932,K11932,,,
K00040,K00040,K00040,,,
K16210,K16210,K16210,,,
K01812,K01812,K01812,,,
K08173,K08173,K08173,,,
K08322,K08322,K08322,,,
K08323,K08323,K08323,,,
K09771,K09771,K09771,,,
K00657,K00657,K00657,,,
K00737,K00737,K00737,,,
K07309,K07309,K07309,,,
K07307,K07307,K07307,,,
K07312,K07312,K07312,,,
K09918,K09918,K09918,,,
K19271,K19271,K19271,,,
K06889,K06889,K06889,,,
K05846,K05846,K05846,,,
K05845,K05845,K05845,,,
K05846,K05846,K05846,,,
K05847,K05847,K05847,,,
K03281,K03281,K03281,,,
K01935,K01935,K01935,,,
K15545,K15545,K15545,,,
K08224,K08224,K08224,,,
K01299,K01299,K01299,,,
K04775,K04775,K04775,,,
K11742,K11742,K11742,,,
K11743,K11743,K11743,,,
K11744,K11744,K11744,,,
K06998,K06998,K06998,,,
K03502,K03502,K03502,,,
K01273,K01273,K01273,,,
K06136,K06136,K06136,,,
K06137,K06137,K06137,,,
K06138,K06138,K06138,,,
K06139,K06139,K06139,,,
K05358,K05358,K05358,,,
K03503,K03503,K03503,,,
K03406,K03406,K03406,,,
K14057,K14057,K14057,,,
K12940,K12940,K12940,,,
K12941,K12941,K12941,,,
K12942,K12942,K12942,,,
K00567,K00567,K00567,,,
K01420,K01420,K01420,,,
K14055,K14055,K14055,,,
K00325,K00325,K00325,,,
K00324,K00324,K00324,,,
K03758,K03758,K03758,,,
K13938,K13938,K13938,,,
K07661,K07661,K07661,,,
K03704,K03704,K03704,,,
K07639,K07639,K07639,,,
K10748,K10748,K10748,,,
K01679,K01679,K01679,,,
K01676,K01676,K01676,,,
K01809,K01809,K01809,,,
K16136,K16136,K16136,,,
K07474,K07474,K07474,,,
K02315,K02315,K02315,,,
K02790,K02790,K02790,,,
K02791,K02791,K02791,,,
K14155,K14155,K14155,,,
K01488,K01488,K01488,,,
K03617,K03617,K03617,,,
K03616,K03616,K03616,,,
K03615,K03615,K03615,,,
K03614,K03614,K03614,,,
K03612,K03612,K03612,,,
K03613,K03613,K03613,,,
K10773,K10773,K10773,,,
K03305,K03305,K03305,,,
K00799,K00799,K00799,,,
K00868,K00868,K00868,,,
K01866,K01866,K01866,,,
K00275,K00275,K00275,,,
K09001,K09001,K09001,,,
K06077,K06077,K06077,,,
K06075,K06075,K06075,,,
K04565,K04565,K04565,,,
K06938,K06938,K06938,,,
K03760,K03760,K03760,,,
K16137,K16137,K16137,,,
K10680,K10680,K10680,,,
K01759,K01759,K01759,,,
K03683,K03683,K03683,,,
K07390,K07390,K07390,,,
K19303,K19303,K19303,,,
K04564,K04564,K04564,,,
K19577,K19577,K19577,,,
K03604,K03604,K03604,,,
K00574,K00574,K00574,,,
K00793,K00793,K00793,,,
K03327,K03327,K03327,,,
K04080,K04080,K04080,,,
K01673,K01673,K01673,,,
K02030,K02030,K02030,,,
K02028,K02028,K02028,,,
K02029,K02029,K02029,,,
K02029,K02029,K02029,,,
K02073,K02073,K02073,,,
K02072,K02072,K02072,,,
K02071,K02071,K02071,,,
K01697,K01697,K01697,,,
K01758,K01758,K01758,,,
K00873,K00873,K00873,,,
K06078,K06078,K06078,,,
K19234,K19234,K19234,,,
K02426,K02426,K02426,,,
K11717,K11717,K11717,,,
K09015,K09015,K09015,,,
K09013,K09013,K09013,,,
K09014,K09014,K09014,,,
K05997,K05997,K05997,,,
K00123,K00123,K00123,,,
K07347,K07347,K07347,,,
K07345,K07345,K07345,,,
K19222,K19222,K19222,,,
K05349,K05349,K05349,,,
K01007,K01007,K01007,,,
K09773,K09773,K09773,,,
K01626,K01626,K01626,,,
K16087,K16087,K16087,,,
K07225,K07225,K07225,,,
K02016,K02016,K02016,,,
K02015,K02015,K02015,,,
K02013,K02013,K02013,,,
K08997,K08997,K08997,,,
K13695,K13695,K13695,,,
K06074,K06074,K06074,,,
K00432,K00432,K00432,,,
K06073,K06073,K06073,,,
K04764,K04764,K04764,,,
K01890,K01890,K01890,,,
K01889,K01889,K01889,,,
K02887,K02887,K02887,,,
K02916,K02916,K02916,,,
K02520,K02520,K02520,,,
K01868,K01868,K01868,,,
K07283,K07283,K07283,,,
K16370,K16370,K16370,,,
K19270,K19270,K19270,,,
K00065,K00065,K00065,,,
K07038,K07038,K07038,,,
K06956,K06956,K06956,,,
K07483,K07483,K07483,,,
K15722,K15722,K15722,,,
K03781,K03781,K03781,,,
K03478,K03478,K03478,,,
K01222,K01222,K01222,,,
